Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2022-02-04,2022-02-05,7100,PEET'S #04502,Dining,4.25,
2022-02-04,2022-02-05,7100,CHEVRON 0370118,Gas/Automotive,45.48,
2022-02-03,2022-02-04,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-03,2022-02-04,7100,MAJIKKU RAMEN,Dining,37.00,
2022-02-03,2022-02-04,7100,REDWOOD SKYLINE,Dining,8.76,
2022-02-02,2022-02-04,7100,SAFEWAY #1138,Merchandise,3.99,
2022-02-02,2022-02-04,7100,PCHRG INC,Dining,164.06,
2022-02-02,2022-02-03,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-02-02,2022-02-03,7100,PEET'S #04502,Dining,3.25,
2022-02-02,2022-02-03,7100,AMAZON.COM*T80AP8EY3 A,Merchandise,60.15,
2022-02-01,2022-02-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-02-01,2022-02-02,7100,Spotify USA,Phone/Cable,9.99,
2022-01-31,2022-02-01,7100,SMCCD CSM BOOKSTORE,Merchandise,4.13,
2022-01-31,2022-02-01,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-31,2022-02-01,7100,HIMAWARI TEI,Dining,40.00,
2022-01-30,2022-02-01,7100,SAFEWAY #1138,Merchandise,46.62,
2022-01-30,2022-02-01,7100,SAFEWAY #1138,Merchandise,9.88,
2022-01-30,2022-01-31,7100,DD DOORDASH TACOBELL,Dining,21.92,
2022-01-30,2022-01-31,7100,DD DOORDASH PHOLITTLE,Dining,32.32,
2022-01-29,2022-01-31,7100,DOORDASH DASHPASS,Dining,,9.99
2022-01-29,2022-01-31,7100,TST* NOODLEOSOPHY - SA,Dining,28.65,
2022-01-28,2022-01-31,7100,SAFEWAY #1138,Merchandise,5.43,
2022-01-28,2022-01-29,7100,ICICLE CREAM ROLL,Dining,13.23,
2022-01-28,2022-01-29,7100,REDWOOD SKYLINE,Dining,11.60,
2022-01-28,2022-01-29,7100,PEET'S #04502,Dining,4.25,
2022-01-28,2022-01-28,7100,APPLE.COM/BILL,Internet,14.99,
2022-01-28,2022-01-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-01-26,2022-01-27,7100,SMCCD CSM BOOKSTORE,Merchandise,1.99,
2022-01-26,2022-01-27,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-26,2022-01-27,7100,MAJIKKU RAMEN,Dining,46.00,
2022-01-26,2022-01-27,7100,CHEVRON 0370118,Gas/Automotive,50.67,
2022-01-26,2022-01-26,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1247.16
2022-01-25,2022-01-26,7100,SMCCD CSM BOOKSTORE,Merchandise,1.99,
2022-01-25,2022-01-26,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-25,2022-01-26,7100,NIJIYA MARKET #63,Merchandise,50.74,
2022-01-24,2022-01-26,7100,SAFEWAY #1138,Merchandise,31.35,
2022-01-24,2022-01-26,7100,SAFEWAY #1138,Merchandise,5.99,
2022-01-24,2022-01-25,7100,SMCCD CSM BOOKSTORE,Merchandise,1.99,
2022-01-24,2022-01-25,7100,PEET'S #04502,Dining,3.25,
2022-01-24,2022-01-25,7100,DD DOORDASH WINGSTOP,Dining,21.83,
2022-01-21,2022-01-24,7100,PCHRG INC,Dining,245.00,
2022-01-22,2022-01-24,7100,IN N OUT BURGER 257,Dining,20.45,
2022-01-21,2022-01-22,7100,REDWOOD SKYLINE,Dining,3.50,
2022-01-20,2022-01-21,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-19,2022-01-20,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-18,2022-01-19,7100,NIJIYA MARKET #63,Merchandise,66.70,
2022-01-18,2022-01-19,7100,TARGET        00011221,Merchandise,18.83,
2022-01-18,2022-01-19,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-01-18,2022-01-18,7100,DOORDASH*MCDONALDS,Dining,29.67,
2022-01-16,2022-01-17,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,810.68
2022-01-17,2022-01-17,7100,DOORDASH*PANDA EXPRESS,Dining,46.14,
2022-01-16,2022-01-17,7100,IN N OUT BURGER 257,Dining,20.02,
2022-01-15,2022-01-17,7100,SMCCCD,Other,365.00,
2022-01-15,2022-01-17,7100,SAFEWAY #1138,Merchandise,32.03,
2022-01-16,2022-01-17,7100,AAA INSURANCE,Insurance,251.51,
2022-01-16,2022-01-17,7100,Etsy.com - Mikarya,Merchandise,22.56,
2022-01-15,2022-01-17,7100,PEET'S #04502,Dining,26.30,
2022-01-15,2022-01-17,7100,CHEVRON 0097927,Gas/Automotive,43.51,
2022-01-14,2022-01-15,7100,PEET'S #04502,Dining,3.25,
2022-01-14,2022-01-15,7100,DOORDASH DASHPASS,Dining,9.99,
2022-01-14,2022-01-15,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-01-14,2022-01-15,7100,DD DOORDASH MCDONALDS,Dining,29.67,
2022-01-13,2022-01-14,7100,AMZN MKTP US*471OD7VQ3,Merchandise,10.93,
2022-01-13,2022-01-14,7100,MAJIKKU RAMEN,Dining,37.00,
2022-01-13,2022-01-14,7100,PEET'S #04502,Dining,3.25,
2022-01-12,2022-01-14,7100,IN N OUT BURGER 257,Dining,15.48,
2022-01-12,2022-01-13,7100,PEET'S #04502,Dining,4.25,
2022-01-11,2022-01-12,7100,PEET'S #04502,Dining,3.25,
2022-01-10,2022-01-11,7100,AT&T MOBILITY EPAY,Phone/Cable,94.47,
2022-01-10,2022-01-11,7100,PEET'S #04502,Dining,3.25,
2022-01-10,2022-01-11,7100,SQ *DINOSAURS SANDWICH,Dining,39.62,
2022-01-10,2022-01-10,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,304.79
2022-01-09,2022-01-10,7100,TRADER JOE'S #174  QPS,Merchandise,28.68,
2022-01-09,2022-01-10,7100,SHABUWAY,Dining,47.00,
2022-01-09,2022-01-10,7100,PEET'S #04502,Dining,7.90,
2022-01-09,2022-01-10,7100,TARGET        00011221,Merchandise,44.46,
2022-01-08,2022-01-10,7100,CHEVRON 0097927,Gas/Automotive,34.53,
2022-01-07,2022-01-08,7100,PEET'S #04502,Dining,4.25,
2022-01-06,2022-01-07,7100,PEET'S #04502,Dining,3.25,
2022-01-05,2022-01-06,7100,PEET'S #04502,Dining,3.25,
2022-01-04,2022-01-05,7100,PEET'S #04502,Dining,3.25,
2022-01-03,2022-01-04,7100,PEET'S #04502,Dining,3.25,
2022-01-02,2022-01-03,7100,TRADER JOE'S #174  QPS,Merchandise,42.15,
2022-01-02,2022-01-03,7100,PEET'S #04502,Dining,4.40,
2022-01-01,2022-01-03,7100,SOUTHWES  5261465824393,Airfare,92.96,
2022-01-01,2022-01-03,7100,NIJIYA MARKET #63,Merchandise,32.42,
2022-01-01,2022-01-03,7100,PEET'S #04502,Dining,4.40,
2022-01-01,2022-01-03,7100,CHEVRON 0370118,Gas/Automotive,45.23,
2022-01-01,2022-01-03,7100,Spotify USA,Phone/Cable,9.99,
2021-12-31,2022-01-03,7100,IN N OUT BURGER 257,Dining,20.45,
2022-01-01,2022-01-03,7100,DD DOORDASH PHOLITTLE,Dining,35.54,
2021-12-31,2022-01-03,7100,DD DOORDASH WINGSTOP,Dining,23.96,
2021-12-31,2022-01-03,7100,DD DOORDASH LACORNETA,Dining,19.62,

